tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,name,retweet_count,text,tweet_created,latitude,longitude,expertai_sentiment,emotions
5.70E+17,negative,1,Customer Service Issue,1,Virgin America,Leora13,0,@VirginAmerica status match program.  I applied and it's been three weeks.  Called and emailed with no response.,24/02/2015 7:49,37.8573487,-118.9676875,0,Meh
5.70E+17,negative,1,Can't Tell,0.6614,Virgin America,meredithjlynn,0,@VirginAmerica What happened 2 ur vegan food options?! At least say on ur site so i know I won't be able 2 eat anything for next 6 hrs #fail,24/02/2015 7:11,35.13975366,-119.9640314,-2.5,Sad
5.70E+17,neutral,0.6854,,,Virgin America,AdamSinger,0,@VirginAmerica do you miss me? Don't worry we'll be together very soon.,24/02/2015 5:44,38.75619695,-119.6968716,3.79,Happy
5.70E+17,negative,1,Bad Flight,1,Virgin America,blackjackpro911,0,@VirginAmerica amazing to me that we can't get any cold air from the vents. #VX358 #noair #worstflightever #roasted #SFOtoBOS,24/02/2015 5:05,36.26876792,-119.9038666,1.79,Meh
5.70E+17,neutral,0.615,,0,Virgin America,TenantsUpstairs,0,@VirginAmerica LAX to EWR - Middle seat on a red eye. Such a noob maneuver. #sendambien #andchexmix,23/02/2015 23:34,37.4959735,-120.5496581,-5.19,Sad
5.70E+17,negative,1,Flight Booking Problems,1,Virgin America,jordanpichler,0,"@VirginAmerica hi! I just bked a cool birthday trip with you, but i can't add my elevate no. cause i entered my middle name during Flight Booking Problems 😢",23/02/2015 22:52,34.4220881,-119.3092718,10,Happy
5.70E+17,neutral,1,,,Virgin America,JCervantezzz,0,@VirginAmerica Are the hours of operation for the Club at SFO that are posted online current?,23/02/2015 21:35,38.22953785,-119.3691658,0,Meh
5.70E+17,negative,1,Customer Service Issue,1,Virgin America,Cuschoolie1,0,"@VirginAmerica help, left expensive headphones on flight 89 IAD to LAX today. Seat 2A. No one answering L&amp;F number at LAX!",23/02/2015 21:10,36.31626603,-119.2161574,2.7,Happy
5.70E+17,negative,1,Customer Service Issue,1,Virgin America,amanduhmccarty,0,"@VirginAmerica awaiting my return phone call, just would prefer to use your online self-service option :(",23/02/2015 20:55,30.57843655,-119.4807615,8.5,Happy
5.70E+17,positive,1,,,Virgin America,NorthTxHomeTeam,0,@VirginAmerica this is great news!  America could start flights to Hawaii by end of year http://t.co/r8p2Zy3fe4 via @Pacificbiznews,23/02/2015 20:24,33.05218933,-119.610543,19.2,Happy
5.70E+17,neutral,0.6207,,,Virgin America,miaerolinea,0,Nice RT @VirginAmerica: Vibe with the moodlight from takeoff to touchdown. #MoodlitMonday #ScienceBehindTheExperience http://t.co/Y7O0uNxTQP,23/02/2015 18:46,38.49016783,-119.3426197,5.4,Happy
5.70E+17,positive,1,,,Virgin America,Nicsplace,0,@VirginAmerica Moodlighting is the only way to fly! Best experience EVER! Cool and calming. 💜✈ #MoodlitMonday,23/02/2015 18:43,38.12400499,-119.3351274,15,Happy
5.70E+17,positive,1,,,Virgin America,Nicsplace,0,"@VirginAmerica @freddieawards Done and done! Best airline around, hands down!",23/02/2015 18:19,38.18664769,-119.6322036,16.39,Happy
5.70E+17,neutral,0.6791,,0,Virgin America,elisha_malulani,0,@VirginAmerica when can I book my flight to Hawaii??,23/02/2015 17:54,37.61627827,-120.1867982,0,Meh
5.70E+17,negative,1,Customer Service Issue,1,Virgin America,DannyDouglass,0,@VirginAmerica Your chat support is not working on your site: http://t.co/vhp2GtDWPk,23/02/2015 17:41,34.74635682,-119.3444154,9.6,Happy
5.70E+17,positive,0.6639,,,Virgin America,jamesferrandini,0,"@VirginAmerica View of downtown Los Angeles, the Hollywood Sign, and beyond that rain in the mountains! http://t.co/Dw5nf0ibtr",23/02/2015 17:32,36.63818998,-119.9275379,0,Meh
5.70E+17,negative,0.6688,Flight Booking Problems,0.6688,Virgin America,will_lenzenjr,0,"@VirginAmerica Hey, first time flyer next week - excited! But I'm having a hard time getting my flights added to my Elevate account. Help?",23/02/2015 17:00,38.06355177,-120.0421676,13.1,Happy
5.70E+17,neutral,1,,,Virgin America,GottAmanda,0,@VirginAmerica plz help me win my bid upgrade for my flight 2/27 LAX---&gt;SEA!!!  🍷👍💺✈️,23/02/2015 16:24,36.26995482,-119.9225135,9.1,Happy
5.70E+17,neutral,0.6578,,0,Virgin America,KGervaise,0,@VirginAmerica I have an unused ticket but moved to a new city where you don't fly. How can I fly with you before it expires? #travelhelp,23/02/2015 16:20,32.70536894,-119.1096272,-1.7,Meh
5.70E+17,neutral,1,,,Virgin America,papamurat,0,@VirginAmerica are flights leaving Dallas for Seattle on time Feb 24?,23/02/2015 16:13,38.12883235,-119.8636556,5.09,Happy
5.70E+17,positive,1,,,Virgin America,arieldaie,0,@VirginAmerica I'm #elevategold for a good reason: you rock!!,23/02/2015 16:08,39.4794637,-118.9549904,27.39,Awesome
5.70E+17,neutral,0.6799,,,Virgin America,vacations7,0,@VirginAmerica  DREAM http://t.co/oA2dRfAoQ2 http://t.co/lWWdAc2kHx,23/02/2015 16:04,35.28741777,-119.3696029,0,Meh
5.70E+17,positive,1,,,Virgin America,ChelseaPoe666,0,@VirginAmerica wow this just blew my mind,23/02/2015 16:01,37.0657393,-119.3900163,16.39,Happy
5.70E+17,neutral,1,,,Virgin America,BobGlavinVO,0,@VirginAmerica @ladygaga @carrieunderwood After last night #tribute #SoundOfMusic #Oscars2015 @ladygaga! I think @carrieunderwood agree,23/02/2015 16:01,38.07462209,-119.4927403,17.6,Happy
5.70E+17,neutral,0.6436,,,Virgin America,lisaaiko,0,@VirginAmerica @ladygaga @carrieunderwood All were entertaining,23/02/2015 15:58,35.48621296,-119.6218856,32.9,Awesome
5.70E+17,neutral,0.6764,,0,Virgin America,grantbrowne,0,"@VirginAmerica Is flight 769 on it's way? Was supposed to take off 30 minutes ago. Website still shows ""On Time"" not ""In Flight"". Thanks.",23/02/2015 15:55,40.51361284,-119.9060141,16.39,Happy
5.70E+17,positive,0.657,,,Virgin America,joyabsalon,0,@VirginAmerica @ladygaga @carrieunderwood Julie Andrews all the way though @ladygaga was very impressive! NO to @Carrieunderwood,23/02/2015 15:46,37.50111018,-120.1581244,4.9,Happy
5.70E+17,neutral,1,,,Virgin America,2v,0,@VirginAmerica wish you flew out of Atlanta... Soon?,23/02/2015 15:36,36.36406602,-119.8054787,0,Meh
5.70E+17,neutral,0.7118,,0,Virgin America,KSmithFoundHere,0,@VirginAmerica @ladygaga @carrieunderwood Julie Andrews. Hands down.,23/02/2015 15:24,36.19269825,-118.6649785,0,Meh
5.70E+17,neutral,1,,,Virgin America,papamurat,0,@VirginAmerica Will flights be leaving Dallas for LA on February 24th?,23/02/2015 15:19,38.59918713,-119.7256431,0,Meh
5.70E+17,negative,0.6939,Flight Booking Problems,0.6939,Virgin America,murphicus,0,@VirginAmerica hi! i'm so excited about your $99 LGA-&gt;DAL deal- but i've been trying 2 book since last week &amp; the page never loads. thx!,23/02/2015 15:05,36.16369593,-119.9888305,19.5,Happy
5.70E+17,positive,1,,,Virgin America,VinnieFerra,0,@VirginAmerica you know it. Need it on my spotify stat #guiltypleasures,23/02/2015 15:04,35.64581724,-119.4470529,0,Meh
5.70E+17,positive,0.635,,,Virgin America,KevinDemsi,0,@VirginAmerica @ladygaga @carrieunderwood  I'm Lady Gaga!!! She is amazing! 😊,23/02/2015 14:40,33.02386791,-119.9744421,22.6,Happy
5.70E+17,neutral,0.7007,,,Virgin America,giffgaffman,0,@VirginAmerica @ladygaga @carrieunderwood - Carrie!,23/02/2015 14:40,36.79764117,-119.0687286,0,Meh
5.70E+17,neutral,1,,,Virgin America,HanlonBrothers,0,@VirginAmerica New marketing song? https://t.co/F2LFULCbQ7 let us know what you think?,23/02/2015 14:37,35.33080904,-119.4446836,0,Meh
5.70E+17,neutral,1,,,Virgin America,emilybg78,0,@VirginAmerica @ladygaga @carrieunderwood Julie Andrews first but Lady Gaga wow'd me last night. Carrie? Meh.,23/02/2015 14:36,35.58654401,-119.0185812,9.39,Happy
5.70E+17,negative,1,Customer Service Issue,1,Virgin America,rachie1126,0,@VirginAmerica I called a 3-4 weeks ago about adding 3 flights from 2014 to my Elevate...they still haven't shown up...help!,23/02/2015 14:35,39.36704608,-118.573113,1.6,Meh
5.70E+17,neutral,0.6858,,,Virgin America,adawson66,0,"@VirginAmerica @ladygaga @carrieunderwood all are great , but I have to go with #CarrieUnderwood 😍👌",23/02/2015 14:30,36.77291274,-118.8277678,0,Meh
5.70E+17,neutral,1,,,Virgin America,SocialPLC,0,"@VirginAmerica @LadyGaga @CarrieUnderwood Sorry, Mary Martin had it first!",23/02/2015 14:26,38.7468979,-119.4359234,-24.7,Sad
5.70E+17,positive,1,,,Virgin America,jeffreymace01,0,@VirginAmerica @ladygaga @carrieunderwood  love all three but you really can't beat the classics!,23/02/2015 14:25,37.84088592,-119.1858813,22.1,Happy
5.70E+17,neutral,0.6814,,0,Virgin America,1stcrown,0,@VirginAmerica Flight 0736 DAL to DCA 2/24 2:10pm. Tried to check in could not. Status please.,23/02/2015 14:09,37.00649477,-118.8884359,0,Meh
5.70E+17,negative,1,Customer Service Issue,1,Virgin America,onerockgypsy,0,@VirginAmerica heyyyy guyyyys.. been trying to get through for an hour. can someone call me please? :/,23/02/2015 13:46,40.51917871,-120.0112316,0,Meh
5.70E+17,negative,1,Late Flight,0.6789,Virgin America,noelduan,0,"@VirginAmerica Hi, Virgin! I'm on hold for 40-50 minutes -- are there any earlier flights from LA to NYC tonight; earlier than 11:50pm?",23/02/2015 13:35,38.38644312,-119.7518766,7.5,Happy
5.70E+17,positive,0.6922,,,Virgin America,Travelzoo,0,@VirginAmerica Congrats on winning the @Travelzoo award for Best Deals from an Airline (US) http://t.co/kj1iljaebV,23/02/2015 13:30,36.79394215,-119.3701887,12.3,Happy
5.70E+17,negative,1,Lost Luggage,1,Virgin America,gianagon,0,@VirginAmerica everything was fine until you lost my bag,23/02/2015 13:08,33.40550185,-119.9039595,2.7,Happy
5.70E+17,neutral,1,,,Virgin America,bxchen,0,@virginamerica Need to change reservation. Have Virgin credit card. Do I need to modify on phone to waive change fee? Or can I do online?,23/02/2015 12:47,38.81882347,-120.3195933,-2.2,Sad
5.70E+17,neutral,0.6492,,0,Virgin America,seimatrun,0,@VirginAmerica I emailed your customer service team. Let me know if you need the tracking number.,23/02/2015 12:00,37.92550503,-119.194533,0,Meh
5.70E+17,neutral,1,,,Virgin America,jamied7,0,"@VirginAmerica hi I just booked a flight but need to add baggage, how can I do this?",23/02/2015 11:56,37.70175621,-119.0740215,0.5,Meh
5.70E+17,negative,1,Flight Attendant Complaints,0.3516,Virgin America,seimatrun,0,@VirginAmerica your airline is Awesome but your lax loft needs to step up its game. $40 for dirty tables and floors? http://t.co/hy0VrfhjHt,23/02/2015 11:46,35.11396602,-118.994593,-10.39,Sad
5.70E+17,positive,1,,,Virgin America,mrmichaellay,0,"@VirginAmerica not worried, it's been a great ride in a new plane with great crew. All airlines should be like this.",23/02/2015 11:32,38.11243978,-118.851347,12.69,Happy
5.70E+17,positive,1,,,Virgin America,TaylorLumsden,0,@VirginAmerica Awesome. I flew yall Sat morning. Any way we can correct my bill ?,23/02/2015 11:28,39.16085766,-119.4234235,24.1,Happy
5.70E+17,neutral,1,,,Virgin America,campusmoviefest,0,"@VirginAmerica Or watch some of the best student films in the country at 35,000 feet! #CMFat35000feet http://t.co/KEK5pDMGiF",23/02/2015 11:24,33.24448323,-119.7879285,6.8,Happy
5.70E+17,neutral,1,,,Virgin America,TaylorLumsden,0,@VirginAmerica first time flying you all. do you have a different rate/policy for media Bags? Thanks,23/02/2015 11:22,32.61784714,-119.8188106,33.59,Awesome
5.70E+17,negative,1,Customer Service Issue,1,Virgin America,meme_meng,0,@VirginAmerica what is going on with customer service? Is there anyway to speak to a human asap? Thank you.,23/02/2015 11:02,37.91708199,-119.978998,4.8,Happy
5.70E+17,neutral,1,,,Virgin America,kyle_romanoff,0,@VirginAmerica what happened to Doom?!,23/02/2015 10:58,34.87928404,-119.2699675,-23.5,Sad
5.70E+17,negative,1,Customer Service Issue,1,Virgin America,GunsNDip,0,@VirginAmerica why can't you supp the biz traveler like @SouthwestAir  and have customer service like @JetBlue #neverflyvirginforbusiness,23/02/2015 10:56,35.64947367,-119.5317565,2.09,Happy
5.70E+17,positive,1,,,Virgin America,artisticwritr87,0,@VirginAmerica I've applied more then once to be a member of the #inflight crew team...Im 100% interested. #flightattendant #dreampath -G,23/02/2015 10:56,34.11761983,-119.9533832,0,Meh
5.70E+17,negative,0.6792,Late Flight,0.3477,Virgin America,arieldaie,0,@VirginAmerica you're the best!! Whenever I (begrudgingly) use any other airline I'm delayed and Late Flight :(,23/02/2015 10:54,36.81769845,-119.300948,-0.4,Meh
5.70E+17,negative,1,Can't Tell,1,Virgin America,GunsNDip,0,@VirginAmerica I have no interesting flying with you after this. I will Cancelled Flight my next four flights I planned.#neverflyvirginforbusiness,23/02/2015 10:54,41.408878,-119.2925397,-3,Sad
5.70E+17,negative,1,Can't Tell,1,Virgin America,GunsNDip,0,@VirginAmerica it was a disappointing experience which will be shared with every business traveler I meet. #neverflyvirgin,23/02/2015 10:38,33.54800741,-119.1584399,-4.4,Sad
5.70E+17,negative,1,Flight Booking Problems,1,Virgin America,jsatk,0,@VirginAmerica I’m having trouble adding this flight my wife booked to my Elevate account. Help? http://t.co/pX8hQOKS3R,23/02/2015 10:29,33.95315125,-120.0261486,11.19,Happy
5.70E+17,neutral,0.6705,,0,Virgin America,serenaklal,0,@VirginAmerica Can't bring up my reservation online using Flight Booking Problems code,23/02/2015 10:15,35.72480365,-120.0417725,16.39,Happy
5.70E+17,neutral,1,,,Virgin America,openambit1,0,@VirginAmerica Random Q: what's the distribution of elevate avatars? I bet that kitty has a disproportionate share http://t.co/APtZpuROp4,23/02/2015 10:09,35.89450451,-119.5605975,-2.09,Sad
5.70E+17,neutral,0.6545,,0,Virgin America,cabowine,0,@VirginAmerica I &lt;3 Flying VA But Life happens and I am trying to #change my trip JPERHI  Can you help.VA home page will not let me ?,23/02/2015 10:04,36.11727339,-119.0410082,3.79,Happy
5.70E+17,negative,1,Can't Tell,0.6513,Virgin America,MaryAnnTaylorT,0,@VirginAmerica Why is the site down?  When will it be back up?,23/02/2015 9:57,37.13158793,-119.7819486,2.7,Happy
5.70E+17,neutral,1,,,Virgin America,RamotControl,0,"@VirginAmerica ""You down with RNP?"" ""Yeah you know me!""",23/02/2015 9:45,39.27301058,-119.1207129,2.7,Happy
5.70E+17,neutral,0.6639,,0,Virgin America,losermelon,0,"@VirginAmerica hi, i did not get points on my elevate account for my most recent flight, how do i add the flight and points to my account?",23/02/2015 9:35,38.20244211,-118.7612847,0.8,Meh
5.70E+17,negative,1,Cancelled Flight,1,Virgin America,AlisonK33774854,0,@VirginAmerica I like the TV and interesting video . Just disappointed in Cancelled Flightled flight when other flights went out to jfk on Saturday .,23/02/2015 9:29,36.55718615,-119.2605816,11.3,Happy
5.70E+17,negative,1,Late Flight,1,Virgin America,GunsNDip,0,"@VirginAmerica just landed in LAX, an hour after I should of been here. Your no Late Flight bag check is not business travel friendly #nomorevirgin",23/02/2015 9:28,36.68727082,-119.8832509,-30.7,Awful
5.70E+17,neutral,0.6765,,0,Virgin America,yazdanagh,0,@VirginAmerica why is flight 345 redirected?,23/02/2015 9:26,37.44891717,-120.4128516,-13.5,Sad
5.70E+17,negative,1,Customer Service Issue,0.6863,Virgin America,MerchEngines,0,"@VirginAmerica Is it me, or is your website down?  BTW, your new website isn't a great user experience.  Time for another redesign.",23/02/2015 9:25,34.9992707,-119.7808989,-9.8,Sad
5.70E+17,negative,1,Customer Service Issue,0.6771,Virgin America,ColorCartel,0,@VirginAmerica I can't check in or add a bag. Your website isn't working. I've tried both desktop and mobile http://t.co/AvyqdMpi1Y,23/02/2015 9:18,35.58197858,-119.1987607,-10.3,Sad
5.70E+17,negative,1,Can't Tell,0.659,Virgin America,MustBeSpoken,0,@VirginAmerica - Let 2 scanned in passengers leave the plane than told someone to remove their bag from 1st class bin? #uncomfortable,23/02/2015 9:11,36.55045574,-119.9714856,-61.59,Awful
5.70E+17,negative,1,Flight Booking Problems,0.6714,Virgin America,mattbunk,0,@virginamerica What is your phone number. I can't find who to call about a flight reservation.,23/02/2015 8:29,41.99529676,-119.1102837,-6.19,Sad
5.70E+17,negative,1,Customer Service Issue,1,Virgin America,louisjenny,0,@VirginAmerica is anyone doing anything there today?  Website is useless and no one is answering the phone.,23/02/2015 8:19,38.87754971,-120.4616675,-15.39,Sad
5.70E+17,neutral,1,,,Virgin America,STravelsW,0,@VirginAmerica trying to add my boy Prince to my ressie. SF this Thursday @VirginAmerica from LAX http://t.co/GsB2J3c4gM,23/02/2015 8:19,36.18788428,-119.5363677,4.8,Happy
5.70E+17,negative,1,Late Flight,0.6882,Virgin America,GunsNDip,0,@VirginAmerica why must a traveler miss a flight to Late Flight check a bag?  I missed my morning appointments and you lost my business. #sfo2lax,23/02/2015 8:11,36.44212253,-119.5687414,-13.19,Sad
5.70E+17,neutral,1,,,Virgin America,joeyrenagade,0,@VirginAmerica check out new music http://t.co/maRcnOCWzn,23/02/2015 8:08,37.48211833,-120.5910485,12.8,Happy
5.70E+17,negative,0.6925,Late Flight,0.3521,Virgin America,mrmichaellay,0,@virginamerica how's a direct flight FLL-&gt;SFO have unexpected layover in Vegas 4 fuel yet peeps next to me bought for Vegas flight. #sneaky,23/02/2015 8:08,41.42624149,-119.4681639,1.2,Meh
5.70E+17,negative,1,Late Flight,0.3486,Virgin America,GunsNDip,0,@VirginAmerica your no Late Flight bag check just lost you my business. I missed flight and AM apt. Three other people on flight had same exp.,23/02/2015 7:51,39.26474453,-118.8538358,-15.8,Sad
5.70E+17,positive,1,,,Virgin America,TheDuchessSF,0,"@VirginAmerica - amazing customer  service, again! 💕💕 RaeAnn in SF - she's the best! #customerservice #virginamerica #flying",23/02/2015 7:50,39.70061477,-119.9698269,17.29,Happy
5.70E+17,negative,1,Customer Service Issue,1,Virgin America,BeLeather,0,@VirginAmerica called your service line and was hung up on. This is Awesome. #sarcasm,23/02/2015 7:40,39.13892095,-120.1075504,-7.8,Sad
5.70E+17,negative,1,Flight Booking Problems,0.6366,Virgin America,BeLeather,0,@VirginAmerica your site is tripping. I'm trying to check in and I'm getting the plain text version. I am reluctant to enter any card info.,23/02/2015 7:40,35.88454439,-119.4571159,-25,Meh
5.70E+17,neutral,0.6593,,0,Virgin America,drcaseydrake,0,@VirginAmerica I was scheduled for SFO 2 DAL flight 714 today. Changed to 24th due weather. Looks like flight still on?,23/02/2015 7:28,34.73040407,-120.1622748,0,Meh
5.70E+17,positive,0.6823,,0,Virgin America,flyfromWAS,0,"@VirginAmerica has getaway deals through May, from $59 one-way. Lots of cool cities http://t.co/tZZJhuIbCH #CheapFlights #FareCompare",23/02/2015 6:57,38.07799429,-119.4098192,-5.09,Sad
5.70E+17,neutral,1,,,Virgin America,flyfromSEA,0,"@VirginAmerica has getaway deals through May, from $59 one-way. Lots of cool cities http://t.co/RPdBpX3wNd #CheapFlights #FareCompare",23/02/2015 6:57,37.39113041,-118.9355206,-5.09,Sad
5.70E+17,positive,0.6806,,,Virgin America,flyfromNYC,0,"@VirginAmerica has getaway deals through May, from $59 one-way. Lots of cool cities http://t.co/B2Xi4YG5T8 #CheapFlights #FareCompare",23/02/2015 6:57,36.83531485,-119.4899152,-5.09,Sad
5.70E+17,neutral,0.6529,,,Virgin America,flyfromLAX,0,"@VirginAmerica has getaway deals through May, from $59 one-way. Lots of cool cities http://t.co/QDlJHslOI5 #CheapFlights #FareCompare",23/02/2015 6:57,35.11228765,-118.8090774,-5.09,Sad
5.70E+17,positive,0.678,,,Virgin America,Silvanabfer,0,@VirginAmerica Have a great week 🌞✈,23/02/2015 6:51,36.2431296,-119.3708149,0,Meh
5.70E+17,positive,0.3482,,0,Virgin America,AdamJdubs,0,@VirginAmerica come back to #PHL already. We need you to take us out of this horrible cold. #pleasecomeback http://t.co/gLXFwP6nQH,23/02/2015 6:07,38.14210937,-119.5753734,-5.9,Sad
5.70E+17,negative,1,Late Flight,1,Virgin America,nicholas_v,0,"@VirginAmerica should I be concerned that I am about to fly on a plane that needs to be delayed due to a ""tech stop""?",23/02/2015 5:15,37.72440529,-119.3084819,-4.59,Sad
5.70E+17,positive,1,,,Virgin America,tstashajones,0,"@VirginAmerica is the best airline I have flown on.Easy to change your reservation,helpful representatives &amp; a comfortable flying experience",23/02/2015 3:01,41.14875156,-120.0524779,29.89,Awesome
5.70E+17,positive,1,,,Virgin America,SkateMamas,0,@VirginAmerica and again! Another rep kicked butt! Naelah represents your team so beautifully!! Thank you!!!,23/02/2015 0:35,36.97733241,-119.552318,7.5,Happy
5.70E+17,positive,1,,,Virgin America,dngoo,0,@VirginAmerica your beautiful front-end design is down right now; but it was cool to still book my ticket b/c all your back-end was secure.,23/02/2015 0:21,37.05903798,-119.6353672,15,Happy
5.70E+17,positive,1,,,Virgin America,SamBrittenham,0,"@VirginAmerica Love the team running Gate E9 at LAS tonight. Waited for a delayed flight, and they kept things entertaining",23/02/2015 0:06,40.96184811,-119.7673116,4.8,Happy
5.70E+17,negative,0.6832,Customer Service Issue,0.3773,Virgin America,usagibrian,0,@VirginAmerica Use another browser! 2015 &amp; a brand with a reputation built on tech response doesn't have a cross-browser compatible website?,22/02/2015 22:39,34.67238802,-119.673571,-1,Meh
5.70E+17,negative,1,Flight Booking Problems,0.6767,Virgin America,usagibrian,0,"@VirginAmerica And now the flight Flight Booking Problems site is totally down. Folks, what is the problem?",22/02/2015 22:11,36.56177313,-119.6424819,-5.09,Sad
5.70E+17,negative,1,Customer Service Issue,0.6527,Virgin America,KindofLuke,0,@VirginAmerica I like the customer service but a 40 min delay just for connecting passengers seems too long. VA370,22/02/2015 21:56,37.57576972,-119.8635252,-22.79,Sad
5.70E+17,positive,1,,,Virgin America,ptbrodie,0,@VirginAmerica thanks to your outstanding NYC-JFK crew who moved mountains to get me home to San Francisco tonight!,22/02/2015 20:23,36.91611753,-119.5063308,8.5,Happy
5.70E+17,positive,1,,,Virgin America,cheryleng,0,@VirginAmerica you have the absolute best team and customer service ever.  Every time I fly with you I'm delighted.  Thank you!,22/02/2015 17:48,37.53635294,-119.733505,16.29,Happy
5.70E+17,neutral,1,,,Virgin America,HishamSharaby,0,"@VirginAmerica Do you provide complimentary upgrades to first class, if there are available seats?",22/02/2015 17:45,36.47479951,-118.7809969,3.59,Happy
